"","precinct","party","votes"
"13952","1131707","R",69
"13953","1131708","R",163
"13954","1131709","R",532
"13955","1131710","R",111
"13956","1131711","R",480
"13957","1131712A","R",764
"13958","1131712B","R",0
"13959","1131713","R",359
"13960","1131714","R",567
"13961","1131715","R",288
"13962","1131716","R",1069
"13963","1131717","R",867
"13964","1131718","R",635
"13965","1131719","R",642
"13966","1131720","R",882
"13967","1131721","R",807
"13968","1131722","R",612
"13969","1131723","R",41
"13970","1131724","R",13
"13971","1131725","R",256
"13972","1131726","R",619
"13973","1131727","R",46
"13974","1131728","R",367
"13975","1131729","R",331
"13976","1131730","R",0
"13977","1131731","R",0
"13978","1132000","R",1
"13979","1132001","R",3
"13980","1132002","R",439
"13981","1132003","R",1115
"13982","1132004","R",942
"13983","1132005","R",391
"13984","1132006","R",673
"13985","1132007","R",1616
"13986","1132008","R",851
"13987","1132009","R",762
"13988","1132010","R",617
"13989","1132011","R",1059
"13990","1132012","R",683
"13991","1132013","R",682
"13992","1132014","R",307
"13993","1132015","R",423
"13994","1132016","R",1891
"13995","1132017","R",465
"13996","1132018","R",472
"13997","1132019","R",922
"13998","1132020","R",1026
"13999","1132021","R",2066
"14000","1132022","R",360
"14001","1132023","R",548
"14002","1132024","R",586
"14003","1132025","R",1424
"14004","1132026","R",1598
"14005","1132027","R",928
"14006","1132028A","R",0
"14007","1132028B","R",0
"14008","1132029","R",962
"14009","1132030","R",1222
"14010","1132031","R",1184
"14011","1132032","R",614
"14012","1132033","R",668
"14013","1132034","R",786
"14014","1132035","R",467
"14015","1132036","R",1112
"14016","1132037","R",310
"14017","1132038","R",1235
"14018","1132039","R",1071
"14019","1132040","R",802
"14020","1132041","R",1864
"14021","1132042","R",1264
"14022","1132043","R",954
"14023","1132044","R",442
"14024","1132045","R",783
"14025","1132046","R",922
"14026","1132047","R",1107
"14027","1132048","R",993
"14028","1132049","R",681
"14029","1132050","R",728
"14030","1132051","R",1177
"14031","1132052","R",785
"14032","1132053","R",468
"14033","1132054","R",442
"14034","1132055","R",234
"14035","1132056","R",664
"14036","1132057","R",271
"14037","1132058","R",470
"14038","1132059","R",599
"14039","1132060","R",1443
"14040","1132061","R",1341
"14041","1132062","R",1013
"14042","1132063","R",387
"14043","1132064","R",782
"14044","1132065","R",896
"14045","1132066","R",845
"14046","1132067","R",520
"14047","1132068","R",819
"14048","1132069","R",1342
"14049","1132070","R",618
"14050","1132071","R",1003
"14051","1132072","R",1286
"14052","1132073","R",357
"14053","1132074","R",95
"14054","1132076","R",4
"14055","1132077","R",582
"14056","1132078","R",0
"14057","1132079","R",246
"14058","1132200","R",1140
"14059","1132201","R",1094
"14060","1132202","R",1183
"14061","1132203","R",883
"14062","1132220","R",1198
"14063","1132221","R",2238
"14064","1132222","R",1861
"14065","1132223","R",883
"14066","1132224","R",698
"14067","1132225","R",973
"14068","1132226","R",1662
"14069","1132300","R",298
"14070","1132301","R",1089
"14071","1132302","R",279
"14072","1132303","R",802
"14073","1132305","R",1203
"14074","1132306","R",452
"14075","1132307","R",251
"14076","1132308","R",15
"14077","1132309","R",178
"14078","1132310","R",821
"14079","1132311","R",85
"14080","1132312","R",9
"14081","1132400","R",61
"14082","1132401","R",1272
"14083","1132402","R",941
"14084","1132403","R",1
"14085","1132404","R",509
"14086","1132405","R",1361
"14087","1132406","R",915
"14088","1132407","R",1080
"14089","1132408","R",335
"14090","1132409","R",411
"14091","1132410","R",379
"14092","1132411","R",95
"14093","1132500","R",863
"14094","1132501","R",686
"14095","1132502","R",1037
"14096","1132503","R",1434
"14097","1132504","R",568
"14098","1132505","R",992
"14099","1132506","R",1038
"14100","1132507","R",1002
"14101","1132508","R",857
"14102","1132509","R",1294
"14103","1132510","R",622
"14104","1132511","R",780
"14105","1132512","R",582
"14106","1132513","R",881
"14107","1132514","R",1060
"14108","1132601","R",442
"14109","1132602","R",684
"14110","1132603","R",712
"14111","1132604","R",663
"14112","1132605","R",467
"14113","1132606","R",0
"14114","1132700","R",1038
"14115","1132701","R",1483
"14116","1132702","R",2469
"14117","1132703","R",315
"14118","1132704","R",839
"14119","1132705","R",530
"14120","1132706","R",1057
"14121","1132707","R",997
"14122","1132708","R",1657
"14123","1132709","R",539
"14124","1132710","R",819
"14125","1132711","R",790
"14126","1132712","R",1080
"14127","1132713","R",919
"14128","1132714","R",1353
"14129","1132715","R",933
"14130","1132716","R",432
"14131","1132717","R",4
"14132","1132800","R",0
"14133","1132801","R",1602
"14134","1132802","R",1918
"14135","1132803","R",760
"14136","1132804","R",1129
"14137","1132805","R",1764
"14138","1132806","R",1130
"14139","1132807A","R",1038
"14140","1132807B","R",0
"14141","1132808","R",1287
"14142","1132809","R",967
"14143","1132810A","R",9
"14144","1132810B","R",0
"14145","1132900","R",1201
"14146","1132901","R",247
"14147","1132902","R",480
"14148","1132903","R",643
"14149","1132904","R",2
"14150","1132905","R",277
"14151","1132910","R",13
"14152","1132911","R",89
"14153","1132920","R",1205
"14154","1132921","R",1730
"14155","1132922","R",2141
"14156","1132923","R",1372
"14157","1132924","R",708
"14158","1132925","R",1591
"14159","1132926","R",761
"14160","1132927","R",1951
"14161","1132928","R",1523
"14162","1132929","R",544
"14163","1132940","R",821
"14164","1132941","R",1843
"14165","1132942","R",2052
"14166","1133000","R",1271
"14167","1133001","R",10
"14168","1133002","R",77
"14169","1133003","R",91
"14170","1133004","R",193
"14171","1133005","R",57
"14172","1133006","R",1286
"14173","1133007","R",391
"14174","1133008A","R",984
"14175","1133008B","R",0
"14176","1133009","R",526
"14177","1133010","R",164
"14178","1133011","R",191
"14179","1133012","R",11
"14180","1133013","R",90
"14181","1133014","R",369
"14182","1133015","R",57
"14183","1133016A","R",150
"14184","1133016B","R",0
"14185","1133017","R",18
"14186","1133018","R",25
"14187","1133019","R",6
"14188","1133020","R",12
"14189","1133021","R",9
"14190","1133022","R",22
"14191","1133023","R",8
"14192","1133024","R",8
"14193","1133025","R",1
"14194","1133026","R",1
"14195","1133027","R",16
"14196","1133028","R",10
"14197","1133029","R",4
"14198","1133030","R",5
"14199","1133031","R",72
"14200","1133032","R",74
"14201","1133033","R",8
"14202","1133034","R",17
"14203","1133035","R",19
"14204","1133036","R",2
"14205","1133037","R",2
"14206","1133038","R",12
"14207","1133039","R",25
"14208","1133040","R",13
"14209","1133041","R",10
"14210","1133042","R",9
"14211","1133043","R",15
"14212","1133044","R",23
"14213","1133045","R",11
"14214","1133046","R",160
"14215","1133047","R",352
"14216","1133048","R",32
"14217","1133049","R",22
"14218","1133050","R",29
"14219","1133051","R",11
"14220","1133052","R",22
"14221","1133053","R",57
"14222","1133054","R",56
"14223","1133055","R",118
"14224","1133056","R",62
"14225","1133057","R",74
"14226","1133058","R",30
"14227","1133059","R",8
"14228","1133060","R",19
"14229","1133061","R",7
"14230","1133062","R",24
"14231","1133063","R",69
"14232","1133064","R",34
"14233","1133065","R",27
"14234","1133066","R",34
"14235","1133067","R",25
"14236","1133068","R",64
"14237","1133069","R",21
"14238","1133070","R",33
"14239","1133071","R",16
"14240","1133072","R",6
"14241","1133073","R",3
"14242","1133074","R",42
"14243","1133075","R",13
"14244","1133076","R",0
"14245","1133077","R",373
"14246","1133078","R",231
"14247","1133079","R",131
"14248","1133080","R",166
"14249","1133081","R",568
"14250","1133082","R",67
"14251","1133083","R",193
"14252","1133084","R",129
"14253","1133086","R",1138
"14254","1133087","R",0
"14255","1133088","R",10
"14256","1133089","R",1
"14257","1133090","R",238
"14258","1133091","R",0
"14259","1133092","R",47
"14260","1133093","R",1
"14261","1133094","R",0
"14262","1133095","R",0
"14263","1133096","R",0
"14264","1133097","R",0
"14265","1133098","R",2
"14266","1133099","R",5
"14267","1133100","R",345
"14268","1133101","R",143
"14269","1133102","R",283
"14270","1133103","R",309
"14271","1133104","R",627
"14272","1133105","R",465
"14273","1133106","R",366
"14274","1133107","R",184
"14275","1133108","R",703
"14276","1133109","R",1088
"14277","1133110","R",263
"14278","1133111","R",7
"14279","1133112","R",7
"14280","1133113","R",1
"14281","1133200","R",759
"14282","1133201","R",517
"14283","1133202","R",342
"14284","1133203","R",384
"14285","1133204","R",534
"14286","1133205","R",107
"14287","1133206","R",719
"14288","1133207","R",667
"14289","1133208","R",338
"14290","1133209","R",69
"14291","1133210","R",507
"14292","1133211","R",192
"14293","1133300","R",1037
"14294","1133301","R",1005
"14295","1133302","R",480
"14296","1133303","R",634
"14297","1133304","R",1022
"14298","1133305","R",1288
"14299","1133306","R",432
"14300","1133307","R",425
"14301","1133308","R",511
"14302","1133309","R",708
"14303","1133310","R",842
"14304","1133311","R",806
"14305","1133312","R",1085
"14306","1133313","R",1260
"14307","1133314","R",907
"14308","1133315","R",311
"14309","1133316","R",869
"14310","1133317","R",427
"14311","1133318","R",464
"14312","1133400","R",98
"14313","1133401","R",0
"14314","1133402","R",58
"14315","1133404","R",366
"14316","1133405","R",571
"14317","1133406","R",13
"14318","1133407","R",109
"14319","1133408","R",312
"14320","1133409","R",118
"14321","1133410","R",50
"14322","1133411","R",1
"14323","1133500","R",2349
"14324","1133501","R",1
"14325","1133600","R",251
"14326","1133601","R",294
"14327","1133602","R",81
"14328","1133603","R",41
"14329","1133604","R",380
"14330","1133605","R",304
"14331","1133606","R",118
"14332","1133607","R",278
"14333","1133608","R",124
"14334","1133609","R",311
"14335","1133610","R",101
"14336","1133611","R",203
"14337","1133612","R",272
"14338","1133613","R",115
"14339","1133614","R",56
"14340","1133615","R",166
"14341","1133616","R",42
"14342","1133617","R",104
"14343","1133618","R",20
"14344","1133619","R",32
"14345","1133620","R",72
"14346","1133621","R",0
"14347","1133700","R",1200
"14348","1133701","R",1300
"14349","1133702","R",748
"14350","1133703","R",37
"14351","1133800","R",136
"14352","1133801","R",35
"14353","1133802","R",220
"14354","1133803","R",159
"14355","1133805","R",137
"14356","1133806","R",34
"14357","1133807","R",176
"14358","1133808","R",726
"14359","1133809","R",38
"14360","1133900","R",488
"14361","1133920","R",884
"14362","1133921","R",1179
"14363","1133922","R",9
"14364","1133940A","R",298
"14365","1133940B","R",0
"14366","1133950","R",193
"14367","1134000A","R",45
"14368","1134000B","R",0
"14369","1134000C","R",0
"14370","1134001A","R",141
"14371","1134001B","R",0
"14372","1134001C","R",0
"14373","1134002","R",291
"14374","1134003A","R",21
"14375","1134003B","R",0
"14376","1134004","R",268
"14377","1134005","R",185
"14378","1134006A","R",316
"14379","1134006B","R",0
"14380","1134007","R",63
"14381","1134008","R",41
"14382","1134009","R",99
"14383","1134010","R",336
"14384","1134011","R",112
"14385","1134012","R",24
"14386","1134013","R",128
"14387","1134014","R",911
"14388","1134015","R",183
"14389","1134016","R",232
"14390","1134017","R",94
"14391","1134018","R",310
"14392","1134019","R",259
"14393","1134020","R",118
"14394","1134021","R",584
"14395","1134022","R",264
"14396","1134023","R",1
"14397","1134024","R",76
"14398","1134025","R",6
"14399","1134026","R",3
"14400","1134027","R",13
"14401","1134028","R",16
"14402","1134029","R",4
"14403","1134030","R",2
"14404","1134031","R",45
"14405","1134032","R",468
"14406","1134033","R",317
"14407","1134035","R",106
"14408","1134036","R",45
"14409","1134037","R",20
"14410","1134038","R",71
"14411","1134039","R",6
"14412","1134040","R",15
"14413","1134041","R",10
"14414","1134043","R",55
"14415","1134044","R",38
"14416","1134046","R",39
"14417","1134047","R",18
"14418","1134048","R",44
"14419","1134049","R",0
"14420","1134050","R",570
"14421","1134051","R",0
"14422","1134052","R",590
"14423","1134053","R",50
"14424","1134054","R",22
"14425","1134055","R",261
"14426","1134056","R",156
"14427","1134057","R",116
"14428","1134058","R",72
"14429","1134059","R",28
"14430","1134060","R",139
"14431","1134061","R",216
"14432","1134062","R",158
"14433","1134063","R",279
"14434","1134065","R",111
"14435","1134066","R",91
"14436","1134067","R",184
"14437","1134068","R",183
"14438","1134069","R",268
"14439","1134070","R",105
"14440","1134071","R",27
"14441","1134072","R",25
"14442","1134073","R",224
"14443","1134074","R",326
"14444","1134075","R",81
"14445","1134076","R",234
"14446","1134077","R",88
"14447","1134078","R",147
"14448","1134079","R",734
"14449","1134080","R",204
"14450","1134081","R",206
"14451","1134082","R",17
"14452","1134083","R",118
"14453","1134084","R",31
"14454","1134085","R",68
"14455","1134086","R",193
"14456","1134087A","R",86
"14457","1134087B","R",0
"14458","1134088","R",26
"14459","1134090","R",14
"14460","1134091A","R",0
"14461","1134091B","R",0
"14462","1134091C","R",0
"14463","1134092","R",38
"14464","1134093","R",3
"14465","1134094","R",98
"14466","1134095","R",14
"14467","1134096","R",18
"14468","1134097A","R",163
"14469","1134097B","R",0
"14470","1134098","R",9
"14471","1134099","R",434
"14472","1134100","R",5
"14473","1134101","R",2
"14474","1134102","R",108
"14475","1134103","R",24
"14476","1134104","R",8
"14477","1134105","R",0
"14478","1134106","R",60
"14479","1134107","R",4
"14480","1134108","R",2
"14481","1134109","R",2
"14482","1134110","R",20
"14483","1134111","R",31
"14484","1134112","R",93
"14485","1134113","R",205
"14486","1134114","R",126
"14487","1134115","R",67
"14488","1134116","R",0
"14489","1134117","R",10
"14490","1134118","R",0
"14491","1134119","R",0
"14492","1134120","R",27
"14493","1134121","R",0
"14494","1134122","R",0
"14495","1134123","R",0
"14496","1134124","R",0
"14497","1134125","R",0
"14498","1134300","R",165
"14499","1134500","R",539
"14500","1134501","R",592
"14501","1134502","R",708
"14502","1134503","R",659
"14503","1134504","R",299
"14504","1134505","R",479
"14505","1134506","R",299
"14506","1134507","R",57
"14507","1134508","R",129
"14508","1134509","R",438
"14509","1134510","R",335
"14510","1134511","R",390
"14511","1134512","R",354
"14512","1134513","R",402
"14513","1134514","R",401
"14514","1134515","R",281
"14515","1134516","R",1
"14516","1134517","R",1206
"14517","1134518A","R",402
"14518","1134518B","R",0
"14519","1134519","R",819
"14520","1134520","R",137
"14521","1134521","R",1113
"14522","1134522","R",649
"14523","1134523","R",117
"14524","1134525","R",211
"14525","1134527","R",269
"14526","1134528","R",0
"14527","1134529","R",174
"14528","1134530","R",11
"14529","1134531","R",175
"14530","1134532","R",76
"14531","1134533","R",201
"14532","1134534","R",16
"14533","1134535","R",123
"14534","1134536","R",7
"14535","1134537","R",0
"14536","1134538","R",135
"14537","1134539","R",0
"14538","1134540","R",0
"14539","1134541","R",0
"14540","1134542","R",0
"14541","1134600","R",716
"14542","1134601","R",1173
"14543","1134602","R",516
"14544","1134603","R",7
"14545","1134604","R",690
"14546","1134605","R",677
"14547","1134606","R",761
